timestamp,open,high,low,close,volume
2024-04-26 09:15:00,1458.45,1459.5,1453.05,1456.78,503486
2024-04-26 09:30:00,1456.93,1459.0,1453.93,1458.13,349772
2024-04-26 09:45:00,1458.23,1458.58,1453.55,1454.33,293098
2024-04-26 10:00:00,1454.35,1454.75,1447.55,1449.28,497016
2024-04-26 10:15:00,1449.28,1451.35,1447.18,1451.25,343146
2024-04-26 10:30:00,1451.25,1452.8,1450.23,1452.1,256992
2024-04-26 10:45:00,1452.1,1454.13,1451.5,1453.08,191792
2024-04-26 11:00:00,1453.05,1453.75,1450.43,1451.03,242920
2024-04-26 11:15:00,1451.03,1455.65,1450.65,1455.65,221284
2024-04-26 11:30:00,1455.53,1457.23,1454.75,1456.28,188432
2024-04-26 11:45:00,1456.18,1456.48,1451.6,1454.88,328828
2024-04-26 12:00:00,1454.85,1458.3,1452.75,1453.7,373036
2024-04-26 12:15:00,1453.53,1454.0,1452.35,1452.88,128266
2024-04-26 12:30:00,1452.43,1453.6,1450.58,1452.25,197220
2024-04-26 12:45:00,1452.2,1454.5,1451.05,1452.23,244016
2024-04-26 13:00:00,1452.1,1454.0,1451.03,1453.28,197226
2024-04-26 13:15:00,1453.28,1454.18,1447.0,1449.73,235000
2024-04-26 13:30:00,1449.73,1450.23,1447.68,1448.55,314654
2024-04-26 13:45:00,1448.58,1449.2,1444.5,1447.65,591760
2024-04-26 14:00:00,1447.7,1448.48,1445.03,1447.55,449856
2024-04-26 14:15:00,1447.58,1450.0,1445.23,1446.95,473008
2024-04-26 14:30:00,1446.33,1448.5,1446.05,1448.45,345138
2024-04-26 14:45:00,1448.28,1450.3,1447.0,1449.05,386966
2024-04-26 15:00:00,1449.05,1449.08,1445.03,1447.43,1072172
2024-04-26 15:15:00,1447.4,1454.5,1445.5,1448.75,987020
2024-04-29 09:15:00,1444.5,1459.6,1444.5,1459.03,1215580
2024-04-29 09:30:00,1459.0,1462.4,1457.98,1460.65,798518
2024-04-29 09:45:00,1460.5,1461.4,1455.5,1458.43,317288
2024-04-29 10:00:00,1458.35,1459.43,1456.93,1458.23,189066
2024-04-29 10:15:00,1458.28,1461.83,1457.5,1460.2,232234
2024-04-29 10:30:00,1460.2,1461.63,1457.0,1457.0,226508
2024-04-29 10:45:00,1457.0,1459.95,1455.5,1458.98,170280
2024-04-29 11:00:00,1458.98,1459.95,1458.1,1458.98,150122
2024-04-29 11:15:00,1458.98,1459.0,1457.53,1457.88,71634
2024-04-29 11:30:00,1457.7,1458.5,1456.55,1458.25,133734
2024-04-29 11:45:00,1458.25,1458.5,1457.33,1458.48,73674
2024-04-29 12:00:00,1458.48,1460.48,1457.0,1457.83,189544
2024-04-29 12:15:00,1457.78,1459.18,1456.58,1458.95,92098
2024-04-29 12:30:00,1458.95,1459.23,1457.5,1458.0,65472
2024-04-29 12:45:00,1458.0,1458.45,1456.58,1458.0,85048
2024-04-29 13:00:00,1458.0,1458.5,1457.0,1458.5,90794
2024-04-29 13:15:00,1458.5,1460.75,1457.65,1458.88,173818
2024-04-29 13:30:00,1458.25,1460.4,1457.78,1460.0,366388
2024-04-29 13:45:00,1460.0,1460.0,1457.5,1457.9,141138
2024-04-29 14:00:00,1457.58,1458.5,1455.58,1456.5,141144
2024-04-29 14:15:00,1455.9,1458.5,1455.75,1458.3,112362
2024-04-29 14:30:00,1458.18,1459.25,1457.0,1457.95,135028
2024-04-29 14:45:00,1457.95,1459.15,1457.0,1458.5,261534
2024-04-29 15:00:00,1458.38,1461.5,1457.25,1461.05,659872
2024-04-29 15:15:00,1461.2,1461.5,1458.0,1458.25,1153772
2024-04-30 09:15:00,1462.5,1466.0,1459.8,1461.05,732660
2024-04-30 09:30:00,1461.03,1464.28,1460.4,1463.18,222878
2024-04-30 09:45:00,1463.25,1471.8,1462.63,1471.15,782032
2024-04-30 10:00:00,1471.03,1472.65,1469.0,1472.0,843548
2024-04-30 10:15:00,1472.0,1477.58,1471.53,1474.98,638098
2024-04-30 10:30:00,1474.98,1476.5,1473.0,1476.23,629102
2024-04-30 10:45:00,1476.15,1476.5,1472.0,1473.43,261714
2024-04-30 11:00:00,1473.43,1474.13,1471.03,1473.95,214250
2024-04-30 11:15:00,1473.95,1474.38,1472.0,1473.13,168148
2024-04-30 11:30:00,1473.13,1474.5,1472.25,1472.88,222534
2024-04-30 11:45:00,1472.88,1475.0,1471.95,1475.0,219192
2024-04-30 12:00:00,1475.0,1475.08,1472.53,1472.98,183368
2024-04-30 12:15:00,1472.98,1474.1,1472.23,1473.5,164348
2024-04-30 12:30:00,1473.48,1475.0,1473.03,1475.0,234122
2024-04-30 12:45:00,1475.0,1475.25,1473.78,1474.5,257410
2024-04-30 13:00:00,1474.5,1474.5,1470.15,1471.55,208482
2024-04-30 13:15:00,1471.75,1474.48,1470.33,1473.93,218528
2024-04-30 13:30:00,1473.93,1474.5,1472.75,1474.3,259058
2024-04-30 13:45:00,1474.25,1474.5,1473.28,1473.75,205616
2024-04-30 14:00:00,1473.5,1474.08,1472.45,1473.68,314932
2024-04-30 14:15:00,1473.65,1473.65,1471.5,1471.63,261374
2024-04-30 14:30:00,1471.53,1472.5,1468.43,1469.15,326354
2024-04-30 14:45:00,1469.13,1469.13,1464.93,1467.5,379920
2024-04-30 15:00:00,1467.05,1467.5,1460.63,1461.03,1885156
2024-04-30 15:15:00,1461.1,1462.3,1457.38,1460.48,1640488
2024-05-02 09:15:00,1466.5,1471.83,1465.0,1468.63,1546454
2024-05-02 09:30:00,1468.58,1469.9,1463.0,1464.05,529372
2024-05-02 09:45:00,1463.98,1466.08,1460.75,1462.2,527648
2024-05-02 10:00:00,1462.2,1467.48,1461.65,1466.65,762282
2024-05-02 10:15:00,1466.63,1468.78,1464.63,1468.5,616320
2024-05-02 10:30:00,1468.45,1469.5,1467.6,1468.95,474430
2024-05-02 10:45:00,1468.95,1469.5,1465.33,1468.5,381250
2024-05-02 11:00:00,1468.3,1468.73,1465.1,1467.58,340834
2024-05-02 11:15:00,1467.45,1468.83,1465.0,1468.33,306924
2024-05-02 11:30:00,1468.3,1471.28,1467.73,1469.55,447968
2024-05-02 11:45:00,1469.4,1469.73,1467.73,1469.18,243830
2024-05-02 12:00:00,1469.18,1470.45,1468.4,1469.48,244666
2024-05-02 12:15:00,1469.48,1470.5,1468.85,1469.78,218298
2024-05-02 12:30:00,1469.8,1470.38,1468.35,1468.73,240048
2024-05-02 12:45:00,1468.68,1469.08,1466.53,1466.9,391342
2024-05-02 13:00:00,1466.93,1469.2,1466.9,1467.6,324852
2024-05-02 13:15:00,1467.58,1468.43,1466.83,1467.93,255596
2024-05-02 13:30:00,1467.85,1468.25,1465.08,1466.25,165396
2024-05-02 13:45:00,1466.23,1467.9,1465.43,1466.08,264506
2024-05-02 14:00:00,1466.0,1467.55,1464.7,1465.5,436948
2024-05-02 14:15:00,1465.53,1466.15,1462.18,1464.93,612848
2024-05-02 14:30:00,1464.93,1465.38,1462.18,1463.43,546604
2024-05-02 14:45:00,1463.4,1466.95,1462.93,1463.1,407340
2024-05-02 15:00:00,1462.95,1464.43,1458.73,1460.48,2567768
2024-05-02 15:15:00,1460.45,1466.43,1458.63,1463.55,1656710
2024-05-03 09:15:00,1465.5,1469.45,1464.55,1467.93,428974
2024-05-03 09:30:00,1467.93,1467.98,1463.03,1464.0,167794
2024-05-03 09:45:00,1464.15,1466.1,1462.05,1463.85,205294
2024-05-03 10:00:00,1464.15,1464.4,1453.68,1454.58,662562
2024-05-03 10:15:00,1454.58,1455.83,1449.5,1452.93,793386
2024-05-03 10:30:00,1452.4,1454.25,1449.68,1450.43,401446
2024-05-03 10:45:00,1450.45,1451.7,1448.33,1449.13,414694
2024-05-03 11:00:00,1449.13,1449.5,1446.5,1447.58,392402
2024-05-03 11:15:00,1447.55,1448.2,1440.83,1441.78,497118
2024-05-03 11:30:00,1442.28,1442.28,1436.53,1437.78,715160
